student_id,gender,ethnicity,parent_education,lunch,test_preparation,math_score,reading_score,writing_score,sports_participation,absences,extra_classes,psychological_score,tech_access,internet_quality,daily_study_hours,social_activity_level,motivation_level
S1215,Female,Group A,Master's degree,Free/Reduced,None,57,57,63,Yes,21,Yes,3,No,Average,1.4,High,4
S1216,Male,Group A,Bachelor's degree,Standard,None,91,65,59,No,7,No,8,No,Poor,4.2,Low,10
S1217,Male,Group D,High school,Free/Reduced,Completed,54,54,56,Yes,19,Yes,4,No,Poor,3.5,Medium,3
S1218,Male,Group B,High school,Standard,Completed,36,65,80,Yes,7,No,5,No,Good,4.9,Medium,7
S1219,Female,Group A,Associate degree,Free/Reduced,Completed,67,89,38,Yes,6,No,9,Yes,Poor,2.3,Low,2
S1220,Female,Group C,Some college,Free/Reduced,None,74,36,49,Yes,26,No,7,No,Good,2.3,Low,10
S1221,Female,Group E,Associate degree,Free/Reduced,Completed,61,94,76,Yes,10,No,10,Yes,Average,1.3,High,3
S1222,Male,Group A,High school,Free/Reduced,Completed,61,65,48,No,28,Yes,7,Yes,Poor,4.1,High,1
S1223,Male,Group A,Bachelor's degree,Free/Reduced,None,30,59,97,No,19,Yes,1,No,Average,4.4,Medium,1
S1224,Female,Group E,Associate degree,Free/Reduced,Completed,74,76,41,Yes,2,No,1,Yes,Poor,1.3,High,2
S1225,Male,Group D,Some college,Free/Reduced,Completed,93,58,34,Yes,20,No,8,Yes,Average,1.9,High,1
S1226,Female,Group B,Associate degree,Standard,None,97,34,98,Yes,20,No,10,No,Average,1.3,Low,2
S1227,Female,Group D,Master's degree,Standard,Completed,36,94,54,Yes,29,Yes,1,Yes,Poor,4.6,High,1
S1228,Male,Group C,Some college,Standard,None,67,98,60,No,6,No,10,No,Good,1.7,High,3
S1229,Female,Group A,Master's degree,Free/Reduced,Completed,99,92,75,No,10,Yes,2,No,Good,1.3,High,9
S1230,Male,Group D,Bachelor's degree,Standard,None,82,85,63,Yes,16,Yes,4,Yes,Average,0.9,Medium,9
S1231,Male,Group B,High school,Free/Reduced,None,59,46,70,Yes,24,No,9,No,Average,5.1,Low,8
S1232,Female,Group C,Associate degree,Free/Reduced,Completed,51,80,97,Yes,17,Yes,7,Yes,Good,1.2,Medium,9
S1233,Female,Group D,Associate degree,Free/Reduced,None,87,66,67,No,24,No,7,Yes,Poor,0.7,Low,4
S1234,Male,Group A,Master's degree,Free/Reduced,Completed,84,38,75,Yes,8,Yes,10,Yes,Poor,0.9,Low,8
S1235,Female,Group B,Master's degree,Free/Reduced,None,75,67,98,No,12,No,7,Yes,Average,2.5,High,5
S1236,Male,Group A,High school,Free/Reduced,None,55,82,56,No,28,No,5,Yes,Poor,3.8,Medium,4
S1237,Female,Group A,Associate degree,Free/Reduced,Completed,93,42,72,Yes,29,No,1,Yes,Average,2.7,Medium,4
S1238,Male,Group C,High school,Free/Reduced,Completed,38,82,74,No,14,No,5,No,Poor,3,High,2
S1239,Male,Group B,Master's degree,Standard,Completed,44,78,47,Yes,18,No,8,Yes,Average,5.6,Medium,10
S1240,Female,Group E,Master's degree,Free/Reduced,None,48,99,61,No,14,No,7,Yes,Poor,4.7,Low,9
S1241,Female,Group A,Some college,Standard,Completed,45,64,31,Yes,6,Yes,7,No,Average,2.4,Low,9
S1242,Male,Group B,Master's degree,Standard,None,54,45,70,Yes,2,Yes,2,No,Good,1.3,Low,1
S1243,Male,Group A,Master's degree,Free/Reduced,None,80,42,49,Yes,23,Yes,1,Yes,Good,4.6,High,4
S1244,Male,Group D,High school,Standard,Completed,75,40,87,Yes,7,No,4,No,Good,3.7,Medium,9
S1245,Male,Group D,Some college,Free/Reduced,None,36,31,67,Yes,12,No,8,Yes,Good,5.8,Low,4
S1246,Female,Group B,Some college,Standard,Completed,63,48,30,Yes,15,No,1,No,Average,5.5,High,2
S1247,Female,Group C,Associate degree,Free/Reduced,None,87,74,98,No,2,No,2,No,Poor,3.6,Low,2
S1248,Female,Group E,Bachelor's degree,Standard,Completed,52,75,83,No,20,No,7,No,Average,0.9,Low,10
S1249,Male,Group D,Associate degree,Free/Reduced,None,52,76,43,Yes,22,No,5,Yes,Average,0.7,Medium,9
S1250,Female,Group C,Associate degree,Standard,None,46,78,54,No,0,Yes,6,No,Average,5.1,High,4
S1251,Male,Group E,Associate degree,Free/Reduced,Completed,42,71,38,Yes,2,No,8,No,Poor,4.3,Low,1
S1252,Male,Group D,Some college,Free/Reduced,None,56,62,90,No,15,No,9,Yes,Average,3.6,Low,1
S1253,Female,Group E,High school,Standard,None,95,70,81,No,0,No,8,Yes,Good,4.3,High,1
S1254,Female,Group A,Master's degree,Standard,None,59,98,37,Yes,17,No,1,No,Good,3.5,High,8
S1255,Male,Group B,Some college,Standard,None,33,48,45,Yes,13,No,4,No,Average,3.7,Medium,1
S1256,Male,Group D,Master's degree,Standard,None,96,68,37,No,29,Yes,5,No,Good,1.7,Low,5
S1257,Female,Group D,Master's degree,Free/Reduced,Completed,43,36,52,No,6,No,9,Yes,Good,3,Medium,9
S1258,Male,Group A,Bachelor's degree,Standard,Completed,40,68,63,No,22,No,6,Yes,Poor,0.6,Low,4
S1259,Female,Group D,Associate degree,Standard,None,69,63,47,No,2,Yes,6,No,Average,4.2,Medium,9
S1260,Female,Group D,Bachelor's degree,Free/Reduced,Completed,32,73,73,No,28,Yes,3,Yes,Average,2.3,Low,5
S1261,Male,Group D,Associate degree,Free/Reduced,Completed,30,98,44,No,21,No,2,No,Good,4.1,High,9
S1262,Male,Group D,Some college,Free/Reduced,None,38,97,44,Yes,15,Yes,2,No,Average,5.6,Medium,2
S1263,Male,Group D,Master's degree,Standard,Completed,30,92,52,No,28,Yes,7,Yes,Average,3.8,High,8
S1264,Male,Group C,Bachelor's degree,Standard,None,45,77,94,Yes,5,No,5,Yes,Good,2.3,Low,7
S1265,Male,Group D,Some college,Standard,Completed,75,32,61,No,17,Yes,10,Yes,Good,1.6,High,7
S1266,Female,Group A,Some college,Standard,None,39,63,61,Yes,28,No,1,Yes,Average,1.9,Medium,3
S1267,Female,Group D,Associate degree,Free/Reduced,None,62,38,62,Yes,24,Yes,5,No,Poor,5.9,Medium,10
S1268,Female,Group E,Master's degree,Standard,None,70,90,72,Yes,12,No,1,No,Good,3.9,High,2
S1269,Female,Group E,Associate degree,Standard,None,80,49,42,Yes,23,No,9,Yes,Average,2.9,Low,10
S1270,Male,Group A,Associate degree,Free/Reduced,Completed,51,69,38,No,1,Yes,8,No,Good,1.8,Medium,1
S1271,Female,Group C,Some college,Free/Reduced,Completed,45,41,91,Yes,11,Yes,4,Yes,Average,4.8,Low,1
S1272,Male,Group A,Associate degree,Free/Reduced,None,91,57,86,Yes,3,No,1,Yes,Average,2.6,Medium,7
S1273,Male,Group C,High school,Standard,Completed,82,77,77,No,8,No,8,No,Poor,2.2,Low,9
S1274,Male,Group B,Master's degree,Standard,None,43,36,72,No,19,Yes,5,Yes,Good,1.7,Low,1
S1275,Male,Group E,Associate degree,Free/Reduced,None,88,43,96,No,22,No,1,No,Poor,1.5,High,10
S1276,Male,Group E,Associate degree,Standard,Completed,55,48,61,Yes,4,Yes,2,Yes,Good,2,Low,4
S1277,Female,Group E,Bachelor's degree,Standard,None,73,83,89,No,9,Yes,5,No,Poor,3.9,Medium,2
S1278,Male,Group C,Master's degree,Free/Reduced,None,49,89,30,Yes,5,Yes,9,Yes,Good,1.8,High,8
S1279,Male,Group A,Master's degree,Free/Reduced,Completed,34,96,86,Yes,0,No,10,No,Poor,0.8,Medium,9
S1280,Female,Group C,Associate degree,Free/Reduced,None,94,63,98,Yes,19,No,8,Yes,Poor,2.5,High,3
S1281,Female,Group E,High school,Standard,None,40,70,98,No,4,Yes,10,Yes,Good,3.7,High,3
S1282,Female,Group E,Bachelor's degree,Standard,Completed,76,60,97,Yes,5,Yes,8,Yes,Poor,0.8,Low,7
S1283,Male,Group E,High school,Standard,Completed,39,68,90,Yes,21,No,9,No,Poor,3,Low,9
S1284,Male,Group E,Associate degree,Free/Reduced,None,90,81,37,Yes,20,No,2,Yes,Good,0.8,Medium,7
S1285,Male,Group B,Master's degree,Standard,Completed,74,76,36,No,18,No,7,Yes,Good,4.7,Medium,7
S1286,Male,Group E,Master's degree,Standard,Completed,76,49,66,No,10,Yes,10,Yes,Average,5.3,Low,2
S1287,Female,Group C,High school,Free/Reduced,Completed,63,81,71,Yes,14,Yes,5,Yes,Good,5.8,Medium,1
S1288,Female,Group E,Some college,Standard,Completed,42,91,61,Yes,1,No,3,Yes,Average,4.3,Medium,2
S1289,Female,Group D,Associate degree,Standard,Completed,52,34,46,Yes,14,Yes,10,No,Poor,4,Low,6
S1290,Female,Group B,Master's degree,Free/Reduced,Completed,65,86,57,Yes,6,Yes,8,No,Good,4.3,High,10
S1291,Female,Group E,Some college,Free/Reduced,None,92,33,99,No,16,No,2,No,Average,5.2,Low,8
S1292,Female,Group D,Master's degree,Free/Reduced,None,76,40,77,Yes,11,Yes,4,Yes,Good,4.9,Medium,8
S1293,Male,Group C,Master's degree,Free/Reduced,Completed,95,48,83,No,11,No,5,No,Average,2.9,High,6
S1294,Male,Group B,Some college,Free/Reduced,Completed,43,56,71,Yes,4,No,5,Yes,Average,4.1,Low,2
S1295,Female,Group E,High school,Standard,Completed,82,58,65,Yes,19,No,4,No,Good,1.4,High,9
S1296,Female,Group C,Associate degree,Free/Reduced,None,95,47,95,No,6,No,3,No,Poor,4.3,Medium,10
S1297,Female,Group D,Some college,Free/Reduced,None,78,66,60,Yes,1,Yes,3,No,Poor,4.5,High,4
S1298,Female,Group B,Some college,Free/Reduced,None,45,90,94,Yes,26,No,5,Yes,Average,4.9,Medium,5
S1299,Male,Group E,Master's degree,Standard,None,97,76,32,No,12,No,10,Yes,Average,5,Low,1
S1300,Male,Group C,Some college,Standard,Completed,72,49,42,Yes,23,No,6,Yes,Poor,2.9,High,9
S1301,Male,Group B,Associate degree,Free/Reduced,Completed,94,99,60,No,8,Yes,1,No,Good,5.5,High,10
S1302,Female,Group D,High school,Standard,Completed,38,78,58,No,28,Yes,4,Yes,Good,5.9,High,1
S1303,Female,Group E,High school,Standard,Completed,50,44,86,Yes,14,Yes,10,Yes,Poor,5.9,Medium,7
S1304,Female,Group B,High school,Standard,Completed,72,47,62,No,27,Yes,10,No,Poor,3.7,Low,9
S1305,Male,Group D,Associate degree,Free/Reduced,None,95,67,82,No,25,No,6,No,Poor,3.6,Low,3
S1306,Male,Group D,Master's degree,Standard,Completed,33,51,39,Yes,14,Yes,2,Yes,Average,3,Medium,2
S1307,Male,Group C,Associate degree,Standard,None,36,89,92,Yes,0,Yes,10,No,Poor,2.1,High,10
S1308,Female,Group D,Some college,Free/Reduced,Completed,87,95,94,Yes,20,Yes,5,Yes,Poor,2.3,Medium,8
S1309,Male,Group D,Bachelor's degree,Free/Reduced,Completed,33,55,31,No,19,No,9,No,Poor,1.7,Medium,4
S1310,Male,Group A,Bachelor's degree,Standard,None,49,93,31,Yes,20,No,3,Yes,Poor,5.8,Low,1
S1311,Female,Group D,Bachelor's degree,Free/Reduced,None,64,87,98,No,24,No,3,Yes,Good,3.9,Medium,8
S1312,Male,Group E,High school,Free/Reduced,Completed,88,32,66,Yes,27,No,9,No,Good,5.6,High,6
S1313,Female,Group B,Associate degree,Free/Reduced,None,74,59,31,Yes,2,Yes,3,No,Poor,2.6,Medium,6
S1314,Female,Group E,Associate degree,Free/Reduced,None,43,48,90,Yes,29,Yes,4,Yes,Average,2.1,Medium,4
S1315,Female,Group E,High school,Standard,None,51,39,69,No,0,Yes,9,No,Average,1.2,Medium,6
S1316,Male,Group C,Some college,Free/Reduced,Completed,77,75,92,No,26,Yes,4,Yes,Good,2.2,High,2
S1317,Male,Group A,Bachelor's degree,Free/Reduced,Completed,59,48,54,No,18,Yes,5,No,Average,5.4,Medium,6
S1318,Female,Group A,Bachelor's degree,Standard,Completed,58,87,67,Yes,19,No,2,Yes,Average,3.7,Low,2
S1319,Male,Group E,High school,Free/Reduced,None,65,35,66,Yes,12,Yes,8,No,Good,3,Medium,6
S1320,Female,Group B,Bachelor's degree,Standard,None,71,80,56,Yes,14,No,9,Yes,Poor,3.6,Medium,9
S1321,Male,Group A,Master's degree,Free/Reduced,Completed,58,43,79,Yes,12,No,10,No,Poor,5.4,Low,7
S1322,Female,Group A,Associate degree,Standard,Completed,36,87,63,Yes,17,No,4,Yes,Good,1.6,Low,4
S1323,Female,Group E,Bachelor's degree,Free/Reduced,None,61,37,73,Yes,16,Yes,3,Yes,Poor,5.8,Low,1
S1324,Male,Group A,Bachelor's degree,Free/Reduced,Completed,42,31,33,Yes,0,Yes,4,No,Poor,4.2,Low,9
S1325,Female,Group C,Master's degree,Standard,Completed,42,47,81,No,14,No,7,No,Good,5.2,Low,1
S1326,Female,Group E,Some college,Standard,None,83,86,84,Yes,23,Yes,1,Yes,Good,3.4,Low,5
S1327,Female,Group A,Some college,Standard,None,43,64,41,Yes,3,Yes,2,Yes,Good,1.8,High,7
S1328,Female,Group A,Master's degree,Standard,Completed,35,95,43,No,27,Yes,10,No,Average,3.6,Medium,10
S1329,Female,Group A,Some college,Standard,None,45,85,64,Yes,1,Yes,5,No,Good,0.9,High,10
S1330,Male,Group E,High school,Free/Reduced,None,70,72,35,Yes,25,No,9,Yes,Good,5.2,High,6
S1331,Male,Group B,Master's degree,Standard,Completed,81,37,76,No,18,Yes,6,Yes,Good,4.1,Low,3
S1332,Female,Group D,Associate degree,Free/Reduced,None,45,34,52,Yes,7,Yes,3,Yes,Good,2.1,Medium,8
S1333,Male,Group A,Associate degree,Standard,None,34,42,97,No,21,Yes,3,No,Poor,2,High,7
S1334,Female,Group D,Associate degree,Standard,Completed,53,36,94,Yes,15,No,7,No,Good,5.5,Medium,9
S1335,Female,Group D,Bachelor's degree,Free/Reduced,None,72,50,88,No,7,No,3,Yes,Good,5.1,Medium,1
S1336,Female,Group A,Master's degree,Free/Reduced,None,94,66,38,Yes,9,Yes,10,No,Average,4.7,Low,8
S1337,Female,Group A,Master's degree,Free/Reduced,Completed,39,74,87,No,15,Yes,3,Yes,Average,2.8,Medium,4
S1338,Female,Group D,Some college,Free/Reduced,None,88,81,77,Yes,4,Yes,10,Yes,Poor,5.3,High,7
S1339,Male,Group B,Master's degree,Standard,Completed,64,77,92,No,18,Yes,7,No,Good,1.9,High,7
S1340,Male,Group D,Master's degree,Free/Reduced,Completed,60,91,38,Yes,5,No,9,No,Good,0.6,Low,4
S1341,Male,Group B,Some college,Standard,None,40,80,73,Yes,9,No,9,No,Good,2.9,High,8
S1342,Male,Group C,Master's degree,Standard,Completed,38,33,75,Yes,23,No,3,Yes,Average,5.6,Low,1
S1343,Male,Group B,Master's degree,Standard,Completed,95,85,44,No,29,No,8,No,Poor,3.6,High,5
S1344,Male,Group E,High school,Free/Reduced,None,73,63,82,No,4,No,1,No,Average,1.8,High,4
S1345,Female,Group A,Some college,Free/Reduced,Completed,45,74,77,Yes,20,No,8,No,Good,4.1,Low,4
S1346,Male,Group C,High school,Free/Reduced,Completed,77,45,71,Yes,18,Yes,2,Yes,Average,4.6,Medium,3
S1347,Female,Group D,Bachelor's degree,Free/Reduced,None,82,38,46,No,18,No,4,Yes,Good,3.5,Low,1
S1348,Female,Group B,Some college,Free/Reduced,Completed,94,45,64,No,12,No,7,Yes,Good,5.1,Medium,5
S1349,Male,Group C,Master's degree,Free/Reduced,Completed,77,60,60,No,27,No,6,No,Good,3.8,Medium,8
S1350,Male,Group E,Master's degree,Standard,None,99,42,33,No,14,Yes,9,Yes,Poor,1,Low,10
S1351,Female,Group B,High school,Free/Reduced,None,75,34,77,No,7,No,8,Yes,Average,5,Low,6
S1352,Female,Group D,High school,Standard,Completed,62,76,43,No,10,No,2,Yes,Good,1.3,Low,1
S1353,Female,Group D,Bachelor's degree,Standard,Completed,81,68,54,Yes,0,No,4,No,Good,5.4,Medium,5
S1354,Female,Group B,Bachelor's degree,Free/Reduced,Completed,84,47,75,Yes,3,No,1,Yes,Poor,3.4,Medium,6
S1355,Female,Group E,Master's degree,Free/Reduced,None,80,49,77,Yes,24,Yes,7,Yes,Poor,4.5,Medium,9
S1356,Male,Group A,Associate degree,Free/Reduced,Completed,69,31,69,No,21,Yes,4,Yes,Good,5.8,Medium,9
S1357,Male,Group A,Bachelor's degree,Free/Reduced,None,54,69,79,No,21,Yes,8,No,Good,2.9,Low,5
S1358,Female,Group D,Master's degree,Standard,Completed,92,59,36,Yes,29,No,2,Yes,Good,3,Low,3
S1359,Female,Group E,Bachelor's degree,Free/Reduced,Completed,51,39,89,Yes,25,Yes,8,Yes,Good,5,Medium,6
S1360,Female,Group D,Some college,Free/Reduced,None,67,93,64,No,26,Yes,2,Yes,Poor,1.1,High,8
S1361,Female,Group A,High school,Standard,Completed,38,71,92,Yes,26,Yes,8,No,Average,0.7,Low,5
S1362,Female,Group D,Master's degree,Standard,None,66,82,49,Yes,12,Yes,1,No,Poor,3.8,High,8
S1363,Female,Group B,Bachelor's degree,Free/Reduced,None,34,82,45,No,6,Yes,2,Yes,Poor,1.4,High,1
S1364,Female,Group B,High school,Standard,Completed,51,69,51,Yes,26,No,5,Yes,Average,1.9,High,8
S1365,Female,Group E,Associate degree,Free/Reduced,Completed,41,45,65,Yes,6,No,1,Yes,Good,5.9,Medium,2
S1366,Male,Group A,Bachelor's degree,Free/Reduced,None,89,77,48,No,5,No,5,No,Good,4.1,Low,7
S1367,Female,Group E,Master's degree,Standard,None,73,90,31,No,24,No,5,No,Average,5.2,High,2
S1368,Female,Group E,Some college,Standard,None,51,67,97,No,7,No,7,No,Poor,5.4,Medium,3
S1369,Male,Group A,High school,Free/Reduced,Completed,35,73,36,No,11,No,2,No,Good,1.2,Low,5
S1370,Female,Group C,High school,Free/Reduced,Completed,56,44,76,Yes,23,Yes,2,Yes,Average,5.6,Medium,10
S1371,Female,Group C,Some college,Free/Reduced,Completed,84,90,78,Yes,17,Yes,6,Yes,Average,5.3,Low,7
S1372,Female,Group D,Master's degree,Standard,Completed,44,36,72,No,22,No,10,No,Average,0.7,Low,9
S1373,Female,Group C,Associate degree,Standard,None,93,59,61,No,14,No,3,No,Good,5.9,Medium,5
S1374,Male,Group B,Some college,Free/Reduced,None,46,65,46,No,27,No,8,No,Average,3,High,1
S1375,Female,Group E,Associate degree,Free/Reduced,None,32,40,43,Yes,15,No,3,Yes,Poor,5.9,Low,3
S1376,Female,Group D,Master's degree,Standard,Completed,39,99,61,Yes,0,Yes,10,No,Poor,5,Low,5
S1377,Female,Group E,Bachelor's degree,Free/Reduced,Completed,92,58,89,Yes,9,Yes,4,No,Average,2.9,High,3
S1378,Male,Group A,Bachelor's degree,Standard,Completed,92,35,89,No,14,No,7,No,Average,3.3,Low,8
S1379,Female,Group C,Master's degree,Free/Reduced,None,91,80,81,No,23,No,1,No,Average,2,High,8
S1380,Female,Group A,Associate degree,Standard,None,38,67,95,Yes,12,No,1,No,Poor,3.2,Low,1
S1381,Male,Group D,Some college,Free/Reduced,None,53,51,33,Yes,18,No,9,Yes,Good,1.1,High,8
S1382,Male,Group B,Master's degree,Free/Reduced,None,61,83,92,No,26,No,6,No,Poor,5.5,Low,4
S1383,Male,Group C,Master's degree,Free/Reduced,Completed,32,69,62,No,12,No,5,No,Average,4.4,Low,6
S1384,Male,Group A,Bachelor's degree,Standard,Completed,62,36,30,No,8,Yes,2,Yes,Good,4.9,Low,10
S1385,Female,Group C,Some college,Free/Reduced,Completed,72,69,93,No,20,Yes,2,No,Good,3.4,High,8
S1386,Male,Group E,Bachelor's degree,Free/Reduced,None,41,53,66,No,15,Yes,7,No,Average,1.2,Low,2
S1387,Male,Group B,Associate degree,Free/Reduced,None,61,70,99,No,22,Yes,6,No,Average,3.5,Medium,8
S1388,Male,Group C,Associate degree,Free/Reduced,None,49,80,36,No,13,No,8,Yes,Poor,2.3,Medium,7
S1389,Female,Group B,High school,Free/Reduced,None,96,68,53,No,22,Yes,3,No,Poor,0.6,Medium,4
S1390,Male,Group E,Master's degree,Free/Reduced,Completed,97,72,97,Yes,8,Yes,3,Yes,Poor,3.9,Low,5
S1391,Female,Group E,Some college,Standard,Completed,46,98,84,Yes,17,No,5,Yes,Average,5.2,High,6
S1392,Female,Group A,Some college,Standard,None,48,88,32,Yes,3,Yes,10,No,Good,4.4,High,3
S1393,Male,Group D,Bachelor's degree,Free/Reduced,Completed,33,54,52,No,11,Yes,4,Yes,Poor,1.7,Low,2
S1394,Female,Group A,Bachelor's degree,Free/Reduced,None,46,54,65,Yes,23,Yes,8,No,Average,5,Medium,2
S1395,Male,Group B,Some college,Standard,None,93,53,86,Yes,4,No,6,Yes,Good,2.2,High,4
S1396,Male,Group A,Bachelor's degree,Standard,None,51,91,77,Yes,10,No,8,Yes,Average,1.7,Low,7
S1397,Female,Group C,High school,Free/Reduced,None,95,72,42,No,4,No,7,Yes,Average,5.8,High,1
S1398,Female,Group A,Master's degree,Standard,None,71,88,90,No,18,No,2,No,Average,0.6,Medium,1
S1399,Female,Group D,High school,Free/Reduced,Completed,74,83,53,No,20,Yes,9,No,Poor,1.4,Medium,4
S1400,Female,Group D,Associate degree,Free/Reduced,Completed,40,55,72,Yes,28,No,6,Yes,Average,3.1,High,9
S1401,Male,Group B,Some college,Standard,Completed,82,83,62,Yes,6,No,6,No,Average,1.4,Low,5
S1402,Female,Group E,High school,Free/Reduced,Completed,89,90,53,No,3,No,2,Yes,Average,1.4,Low,1
S1403,Female,Group D,High school,Free/Reduced,Completed,58,73,51,Yes,7,Yes,9,No,Poor,4,High,3
S1404,Female,Group B,Bachelor's degree,Free/Reduced,Completed,49,38,81,Yes,29,Yes,1,Yes,Average,5,Medium,6
S1405,Female,Group D,Bachelor's degree,Free/Reduced,None,34,71,35,No,26,Yes,6,No,Average,4.1,Low,3
S1406,Male,Group D,Bachelor's degree,Standard,None,54,58,48,No,5,Yes,8,Yes,Poor,1.1,High,6
S1407,Male,Group E,Associate degree,Standard,Completed,63,87,58,No,5,No,2,No,Average,5.4,High,6
S1408,Female,Group C,High school,Standard,None,41,92,93,No,21,Yes,3,No,Good,5.6,Medium,5
S1409,Female,Group B,Master's degree,Free/Reduced,None,57,78,43,No,3,No,10,No,Average,2,Medium,10
S1410,Male,Group D,Bachelor's degree,Standard,None,35,40,59,No,13,Yes,10,No,Average,3.5,Low,5
S1411,Male,Group D,Associate degree,Standard,Completed,48,83,50,No,2,No,7,No,Poor,3.2,Low,9
S1412,Male,Group A,Associate degree,Standard,Completed,41,59,94,No,9,Yes,1,Yes,Poor,4.2,Low,3
S1413,Male,Group C,Bachelor's degree,Free/Reduced,Completed,54,95,33,No,21,Yes,5,Yes,Poor,5.9,Medium,10
S1414,Female,Group E,Some college,Free/Reduced,None,42,94,75,No,5,Yes,6,No,Poor,5.9,High,7
S1415,Female,Group B,High school,Free/Reduced,Completed,32,87,37,No,17,Yes,10,No,Good,3.3,Low,4
S1416,Male,Group D,Bachelor's degree,Free/Reduced,Completed,53,86,47,No,29,No,7,Yes,Average,1,Low,2
S1417,Male,Group B,Master's degree,Free/Reduced,Completed,37,66,89,Yes,9,Yes,10,No,Average,2.3,Low,10
S1418,Female,Group E,High school,Standard,None,74,83,74,No,8,No,10,No,Good,2.8,High,3
S1419,Female,Group C,Associate degree,Standard,Completed,30,98,60,Yes,15,No,7,No,Poor,3.4,Low,3
S1420,Male,Group A,Master's degree,Standard,Completed,32,53,57,Yes,19,Yes,3,No,Average,5.8,Low,3
S1421,Female,Group C,High school,Free/Reduced,Completed,94,92,93,Yes,3,Yes,7,Yes,Good,1.9,Medium,3
S1422,Male,Group A,Master's degree,Standard,None,44,80,66,No,25,Yes,1,No,Average,3.5,Medium,10
S1423,Female,Group B,Associate degree,Standard,Completed,79,44,96,No,28,Yes,4,Yes,Good,2.1,Medium,6
S1424,Female,Group C,Bachelor's degree,Free/Reduced,Completed,49,76,97,No,27,No,7,Yes,Good,5.6,High,6
S1425,Male,Group C,Master's degree,Free/Reduced,None,32,75,64,No,10,No,7,Yes,Average,5.9,Medium,9
S1426,Female,Group C,Bachelor's degree,Free/Reduced,Completed,90,59,65,Yes,27,Yes,4,Yes,Poor,5.3,Low,8
S1427,Male,Group E,Associate degree,Free/Reduced,Completed,44,49,86,Yes,11,No,1,No,Poor,2.4,Low,10
S1428,Female,Group B,Associate degree,Standard,Completed,88,86,99,No,23,Yes,8,Yes,Good,2,High,7
S1429,Male,Group A,Master's degree,Free/Reduced,Completed,83,78,33,No,18,No,4,No,Poor,2.9,High,2
S1430,Male,Group C,Master's degree,Free/Reduced,None,89,85,78,No,9,Yes,2,No,Average,4.6,Low,10
S1431,Male,Group B,Associate degree,Free/Reduced,None,66,85,68,No,6,No,4,Yes,Good,0.6,High,2
S1432,Female,Group E,Master's degree,Standard,None,50,54,47,Yes,6,Yes,8,Yes,Average,6,Low,1
S1433,Male,Group E,Master's degree,Standard,Completed,52,38,89,No,17,Yes,8,No,Average,5.4,Medium,7
S1434,Male,Group B,Master's degree,Standard,Completed,47,51,39,Yes,2,Yes,5,No,Poor,0.6,Low,7
S1435,Female,Group A,Master's degree,Standard,Completed,46,66,52,No,11,Yes,2,Yes,Average,2.6,High,1
S1436,Female,Group B,High school,Standard,Completed,60,57,97,No,13,No,7,Yes,Good,4.3,Medium,6
S1437,Male,Group B,Associate degree,Free/Reduced,None,93,43,88,No,19,Yes,3,No,Good,1.8,Low,7
S1438,Male,Group D,Associate degree,Free/Reduced,Completed,77,59,36,No,1,Yes,6,Yes,Average,1.3,High,1
S1439,Female,Group E,Some college,Free/Reduced,None,55,68,42,No,29,No,9,Yes,Average,4,High,6
S1440,Female,Group A,Bachelor's degree,Standard,Completed,51,86,32,No,8,No,5,No,Good,5.5,Medium,10
S1441,Female,Group D,Some college,Free/Reduced,Completed,74,34,69,Yes,9,Yes,9,No,Poor,5.8,Low,9
S1442,Male,Group B,Master's degree,Standard,None,65,41,40,Yes,26,No,4,No,Poor,0.6,Low,1
S1443,Female,Group E,Master's degree,Standard,Completed,93,64,80,No,5,No,9,No,Poor,5.3,High,2
S1444,Male,Group D,High school,Free/Reduced,Completed,64,70,52,Yes,16,Yes,1,No,Average,3.6,Medium,2
S1445,Male,Group D,High school,Free/Reduced,Completed,56,92,61,No,14,Yes,4,No,Average,1.8,Low,10
S1446,Male,Group A,High school,Free/Reduced,Completed,97,71,70,Yes,0,Yes,1,Yes,Good,3.9,Medium,3
S1447,Female,Group B,High school,Free/Reduced,None,46,94,71,No,23,Yes,9,No,Good,6,High,4
S1448,Female,Group A,High school,Standard,Completed,99,94,67,Yes,26,Yes,8,No,Good,2,Low,7
S1449,Female,Group D,High school,Standard,None,40,72,96,No,21,No,8,No,Good,2,High,3
S1450,Male,Group D,High school,Standard,None,34,89,71,Yes,12,No,7,Yes,Poor,4.3,Low,7
S1451,Male,Group A,High school,Free/Reduced,Completed,87,49,72,Yes,9,Yes,9,Yes,Average,0.7,High,5
S1452,Female,Group D,High school,Standard,Completed,86,92,62,No,11,Yes,3,No,Average,5,Low,5
S1453,Female,Group C,Associate degree,Free/Reduced,None,43,53,66,No,22,Yes,7,No,Poor,4.1,Medium,7
S1454,Male,Group E,High school,Standard,None,30,64,86,No,21,Yes,6,Yes,Good,5.1,Low,7
S1455,Male,Group B,Bachelor's degree,Free/Reduced,Completed,45,70,93,No,15,No,5,Yes,Good,1.8,Low,7
S1456,Male,Group E,High school,Standard,Completed,55,45,93,No,1,No,9,No,Average,5.2,High,9
S1457,Male,Group B,Master's degree,Free/Reduced,None,78,35,89,Yes,2,Yes,4,Yes,Good,3,Low,1
S1458,Female,Group D,Master's degree,Free/Reduced,Completed,71,49,81,No,7,No,3,Yes,Average,1.2,Low,1
